索引	任务ID	前置任务ID	其他开启条件(多个条件#号分割）	接任务NPC	完成条件ID（多个条件#号分割）	奖励(多个用#隔开)	数量	提示图片	按钮显示的内容	显示的标题(#为空)	对话内容(#分页)	领取任务之后对话	完成任务对话	奖励名称多语言(多个用#隔开)		
396	2102211	2102210	@@@	20007	21022111	9000001	108820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
397	2102111	2102110	@@@	20003	21021111	9000001	83710	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
398	2100711	2100710	@@@	20002	21007111	9000001	108820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
399	1100209	1100208	@@@	20009	11002091	9000001	211200	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
400	2100112	2100111	@@@	20008	21001121	1041001	280	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
401	2102212	2102211	@@@	20007	21022121	9000001	109820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
402	2102112	2102111	@@@	20003	21021121	9000001	84480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
403	2100712	2100711	@@@	20002	21007121	9000001	109820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
404	1100603	1100209	@@@	20009	11006031	9000001	213120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
405	2100113	2100112	@@@	20008	21001131	1041005	60	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
406	2102213	2102212	@@@	20007	21022131	9000001	110820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
407	2102113	2102112	@@@	20003	21021131	9000001	85250	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
408	2100713	2100712	@@@	20002	21007131	9000001	110820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
409	1100210	1100603	@@@	20009	11002101	9000001	215040	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
410	2100114	2100113	@@@	20008	21001141	1041006	70	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
411	2102214	2102213	@@@	20007	21022141	9000001	111820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
412	2102114	2102113	@@@	20003	21021141	9000001	86020	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
413	2100714	2100713	@@@	20002	21007141	9000001	111820	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
414	1100211	1100210	@@@	20009	11002111	9000001	216960	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
415	2100115	2100114	@@@	20008	21001151	1041001	300	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
416	2102215	2102214	@@@	20007	21022151	9000001	112810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
417	2102115	2102114	@@@	20003	21021151	9000001	86780	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
418	2100715	2100714	@@@	20002	21007151	9000001	112810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
419	1100212	1100211	@@@	20009	11002121	9000001	218880	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
420	2100116	2100115	@@@	20008	21001161	1041010	25	set:bird_icon.json image:g1041_coin_13	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
421	2102216	2102215	@@@	20007	21022161	9000001	113810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
422	2102116	2102115	@@@	20003	21021161	9000001	87550	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
423	2100716	2100715	@@@	20002	21007161	9000001	113810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
424	1100213	1100212	@@@	20009	11002131	9000001	220800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
425	2100117	2100116	@@@	20008	21001171	1041003	55	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
426	2102217	2102216	@@@	20007	21022171	9000001	114810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
427	2102117	2102116	@@@	20003	21021171	9000001	88320	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
428	2100717	2100716	@@@	20002	21007171	9000001	114810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
429	1100604	1100213	@@@	20009	11006041	9000001	222720	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
430	2100118	2100117	@@@	20008	21001181	1041004	65	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
431	2102218	2102217	@@@	20007	21022181	9000001	115810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
432	2102118	2102117	@@@	20003	21021181	9000001	89090	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
433	2100718	2100717	@@@	20002	21007181	9000001	115810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
434	1100214	1100604	@@@	20009	11002141	9000001	224640	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
435	2100119	2100118	@@@	20008	21001191	1041005	65	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
436	2102219	2102218	@@@	20007	21022191	9000001	116810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
437	2102119	2102118	@@@	20003	21021191	9000001	89860	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
438	2100719	2100718	@@@	20002	21007191	9000001	116810	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
439	1100215	1100214	@@@	20009	11002151	9000001	226560	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
440	2100120	2100119	@@@	20008	21001201	1041001	320	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
441	2102220	2102219	@@@	20007	21022201	9000001	117800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
442	2102120	2102119	@@@	20003	21021201	9000001	90620	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
443	2100720	2100719	@@@	20002	21007201	9000001	117800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
444	1100216	1100215	@@@	20009	11002161	9000001	228480	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
445	2100121	2100120	@@@	20008	21001211	1041009	65	set:bird_icon.json image:g1041_coin_10	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
446	2102221	2102220	@@@	20007	21022211	9000001	118800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
447	2102121	2102120	@@@	20003	21021211	9000001	91390	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
448	2100721	2100720	@@@	20002	21007211	9000001	118800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
449	1100217	1100216	@@@	20009	11002171	9000001	230400	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
450	2100122	2100121	@@@	20008	21001221	1041010	30	set:bird_icon.json image:g1041_coin_13	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
451	2102222	2102221	@@@	20007	21022221	9000001	119800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
452	2102122	2102121	@@@	20003	21021221	9000001	92160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
453	2100722	2100721	@@@	20002	21007221	9000001	119800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
454	1110501	1100217	@@@	20009	11105011	9000001#9000002	210000#110	set:bird_icon.json image:storeitem_02#set:bird_icon.json image:storeitem_01	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001#fruitcoin_9000002		taskaffter_20009
455	2110101	2100122	@@@	20008	21101011	1041003	60	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
456	2112201	2102222	@@@	20007	21122011	9000001	119800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
457	2112101	2102122	@@@	20003	21121011	9000001	92160	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
458	2110701	2100722	@@@	20002	21107011	9000001	119800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
459	1110601	1110501	@@@	20009	11106011	9000001	236800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
460	2110102	2110101	@@@	20008	21101021	1041004	70	set:bird_icon.json image:g1041_coin_15	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
461	2112202	2112201	@@@	20007	21122021	9000001	123130	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
462	2112102	2112101	@@@	20003	21121021	9000001	94720	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
463	2110702	2110701	@@@	20002	21107021	9000001	123130	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
464	1110201	1110601	@@@	20009	11102011	9000001	243200	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
465	2110103	2110102	@@@	20008	21101031	1041005	70	set:bird_icon.json image:g1041_coin_12	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
466	2112203	2112202	@@@	20007	21122031	9000001	126460	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
467	2112103	2112102	@@@	20003	21121031	9000001	97280	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
468	2110703	2110702	@@@	20002	21107031	9000001	126460	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
469	1110202	1110201	@@@	20009	11102021	9000001	249600	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
470	2110104	2110103	@@@	20008	21101041	1041006	75	set:bird_icon.json image:g1041_coin_11	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
471	2112204	2112203	@@@	20007	21122041	9000001	129790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
472	2112104	2112103	@@@	20003	21121041	9000001	99840	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
473	2110704	2110703	@@@	20002	21107041	9000001	129790	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
474	1110203	1110202	@@@	20009	11102031	9000001	256000	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
475	2110105	2110104	@@@	20008	21101051	1041001	340	set:bird_icon.json image:g1041_coin_09	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
476	2112205	2112204	@@@	20007	21122051	9000001	133120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
477	2112105	2112104	@@@	20003	21121051	9000001	102400	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
478	2110705	2110704	@@@	20002	21107051	9000001	133120	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
479	1110204	1110203	@@@	20009	11102041	9000001	262400	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
480	2110106	2110105	@@@	20008	21101061	1041003	65	set:bird_icon.json image:g1041_coin_14	gui_dialog_tip_btn_sure	tastlang_id_20008	taskold_20008	taskaffter_20008	taskcomplete_20008	fruitcoin_9000001		taskaffter_20008
481	2112206	2112205	@@@	20007	21122061	9000001	136440	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20007	taskold_20007	taskaffter_20007	taskcomplete_20007	fruitcoin_9000001		taskaffter_20007
482	2112106	2112105	@@@	20003	21121061	9000001	104960	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20003	taskold_20003	taskaffter_20003	taskcomplete_20003	fruitcoin_9000001		taskaffter_20003
483	2110706	2110705	@@@	20002	21107061	9000001	136440	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20002	taskold_20002	taskaffter_20002	taskcomplete_20002	fruitcoin_9000001		taskaffter_20002
484	1110205	1110204	@@@	20009	11102051	9000001	268800	set:bird_icon.json image:storeitem_02	gui_dialog_tip_btn_sure	tastlang_id_20009	taskold_20009	taskaffter_20009	taskcomplete_20009	fruitcoin_9000001		taskaffter_20009
